,A,B,S,C
3236,"['householder status=rent', 'number of children=0']","['income=$0-$40,000', 'number in household=1', 'language in home=english']",0.2107329842931937,0.6736401673640168
3237,"['householder status=rent', 'number in household=1', 'language in home=english']","['income=$0-$40,000', 'number of children=0']",0.2107329842931937,0.6604375569735643
3238,"['householder status=rent', 'number in household=1']","['income=$0-$40,000', 'number of children=0', 'language in home=english']",0.2107329842931937,0.6173838943331913
3239,"['householder status=rent', 'number in household=1', 'number of children=0']","['income=$0-$40,000', 'language in home=english']",0.2107329842931937,0.7307110438729199
3240,"['income=$0-$40,000', 'number in household=1', 'number of children=0', 'language in home=english']",['householder status=rent'],0.2107329842931937,0.6625514403292181
3241,"['income=$0-$40,000', 'number of children=0', 'language in home=english']","['householder status=rent', 'number in household=1']",0.2107329842931937,0.5936091765669808
3242,"['income=$0-$40,000', 'number of children=0']","['householder status=rent', 'number in household=1', 'language in home=english']",0.2107329842931937,0.5476190476190477
3243,"['income=$0-$40,000', 'number in household=1', 'language in home=english']","['householder status=rent', 'number of children=0']",0.2107329842931937,0.5305748809959722
3244,"['income=$0-$40,000', 'number in household=1', 'number of children=0']","['householder status=rent', 'language in home=english']",0.2107329842931937,0.6192307692307693
3245,"['income=$0-$40,000', 'householder status=rent', 'number of children=0', 'language in home=english']",['number in household=1'],0.2107329842931937,0.920584498094028
3246,"['income=$0-$40,000', 'householder status=rent', 'language in home=english']","['number in household=1', 'number of children=0']",0.2107329842931937,0.7152023692003948
3247,"['income=$0-$40,000', 'householder status=rent']","['number in household=1', 'number of children=0', 'language in home=english']",0.2107329842931937,0.6518218623481782
3248,"['income=$0-$40,000', 'householder status=rent', 'number of children=0']","['number in household=1', 'language in home=english']",0.2107329842931937,0.8609625668449198
3249,"['income=$0-$40,000', 'householder status=rent', 'number in household=1', 'language in home=english']",['number of children=0'],0.2107329842931937,0.857396449704142
3250,"['income=$0-$40,000', 'householder status=rent', 'number in household=1']","['number of children=0', 'language in home=english']",0.2107329842931937,0.8001104362230812
3251,"['income=$0-$40,000', 'householder status=rent', 'number in household=1', 'number of children=0']",['language in home=english'],0.2107329842931937,0.9402985074626866
3252,"['age=35+', 'number in household=1', 'number of children=0', 'language in home=english']",['ethnic classification=white'],0.2169866201279814,0.8448471121177803
3253,"['age=35+', 'number of children=0', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.2169866201279814,0.7995712754555199
3254,"['age=35+', 'language in home=english']","['number of children=0', 'number in household=1', 'ethnic classification=white']",0.2169866201279814,0.5592203898050975
3255,['age=35+'],"['number of children=0', 'number in household=1', 'ethnic classification=white', 'language in home=english']",0.2169866201279814,0.5233251490705015
3256,"['age=35+', 'number of children=0']","['number in household=1', 'ethnic classification=white', 'language in home=english']",0.2169866201279814,0.7596741344195519
3257,"['age=35+', 'number in household=1', 'language in home=english']","['number of children=0', 'ethnic classification=white']",0.2169866201279814,0.7176527176527177
3258,"['age=35+', 'number in household=1']","['number of children=0', 'ethnic classification=white', 'language in home=english']",0.2169866201279814,0.6831501831501832
3259,"['age=35+', 'number in household=1', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.2169866201279814,0.8060507833603457
3260,"['ethnic classification=white', 'number in household=1', 'number of children=0', 'language in home=english']",['age=35+'],0.2169866201279814,0.5292656970556935
3261,"['number of children=0', 'number in household=1', 'ethnic classification=white']","['age=35+', 'language in home=english']",0.2169866201279814,0.5229582895198037
3262,"['ethnic classification=white', 'age=35+', 'number of children=0', 'language in home=english']",['number in household=1'],0.2169866201279814,0.9545745361484325
3263,"['age=35+', 'ethnic classification=white', 'language in home=english']","['number in household=1', 'number of children=0']",0.2169866201279814,0.6952469711090401
3264,"['age=35+', 'ethnic classification=white']","['number in household=1', 'number of children=0', 'language in home=english']",0.2169866201279814,0.687557603686636
3265,"['age=35+', 'number of children=0', 'ethnic classification=white']","['number in household=1', 'language in home=english']",0.2169866201279814,0.943109987357775
3266,"['ethnic classification=white', 'age=35+', 'number in household=1', 'language in home=english']",['number of children=0'],0.2169866201279814,0.8669378268448577
3267,"['age=35+', 'number in household=1', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.2169866201279814,0.8579643473260494
3268,"['ethnic classification=white', 'age=35+', 'number in household=1', 'number of children=0']",['language in home=english'],0.2169866201279814,0.9880794701986755
3269,"['number in household=1', 'education=no college graduate', 'number of children=0', 'language in home=english']",['ethnic classification=white'],0.2482547993019197,0.7741496598639456
3270,"['education=no college graduate', 'number of children=0', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.2482547993019197,0.6736385161799526
3271,"['education=no college graduate', 'number of children=0']","['number in household=1', 'ethnic classification=white', 'language in home=english']",0.2482547993019197,0.6225382932166302
3272,"['education=no college graduate', 'number in household=1', 'language in home=english']","['number of children=0', 'ethnic classification=white']",0.2482547993019197,0.5906574394463667
3273,"['number in household=1', 'education=no college graduate']","['number of children=0', 'ethnic classification=white', 'language in home=english']",0.2482547993019197,0.5495814552479072
3274,"['education=no college graduate', 'number in household=1', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.2482547993019197,0.7236116998728275
3275,"['ethnic classification=white', 'education=no college graduate', 'number of children=0', 'language in home=english']",['number in household=1'],0.2482547993019197,0.8927824267782427
3276,"['number of children=0', 'ethnic classification=white', 'language in home=english']","['education=no college graduate', 'number in household=1']",0.2482547993019197,0.5547611309717257
3277,"['ethnic classification=white', 'number of children=0']","['education=no college graduate', 'number in household=1', 'language in home=english']",0.2482547993019197,0.5474663245670301
3278,"['education=no college graduate', 'ethnic classification=white', 'language in home=english']","['number in household=1', 'number of children=0']",0.2482547993019197,0.5661691542288557
3279,"['education=no college graduate', 'ethnic classification=white']","['number in household=1', 'number of children=0', 'language in home=english']",0.2482547993019197,0.5563885267275098
3280,"['number of children=0', 'education=no college graduate', 'ethnic classification=white']","['number in household=1', 'language in home=english']",0.2482547993019197,0.8803506962351728
3281,"['ethnic classification=white', 'number in household=1', 'number of children=0', 'language in home=english']",['education=no college graduate'],0.2482547993019197,0.6055338772614403
3282,"['number in household=1', 'ethnic classification=white', 'language in home=english']","['education=no college graduate', 'number of children=0']",0.2482547993019197,0.5023543260741613
3283,"['number of children=0', 'number in household=1', 'ethnic classification=white']","['education=no college graduate', 'language in home=english']",0.2482547993019197,0.5983175604626709
3284,"['ethnic classification=white', 'number in household=1', 'education=no college graduate', 'language in home=english']",['number of children=0'],0.2482547993019197,0.7999062792877226
3285,"['education=no college graduate', 'number in household=1', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.2482547993019197,0.7899120777417862
3286,"['ethnic classification=white', 'number in household=1', 'education=no college graduate', 'number of children=0']",['language in home=english'],0.2482547993019197,0.9878472222222222
3287,"['dual incomes=not married', 'education=no college graduate', 'number in household=1', 'language in home=english']","['income=$0-$40,000']",0.22324025596276906,0.8328811720021704
3288,"['number in household=1', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000', 'dual incomes=not married']",0.22324025596276906,0.5311418685121108
3289,"['dual incomes=not married', 'number in household=1', 'language in home=english']","['income=$0-$40,000', 'education=no college graduate']",0.22324025596276906,0.5678875323714392
3290,"['dual incomes=not married', 'number in household=1']","['income=$0-$40,000', 'education=no college graduate', 'language in home=english']",0.22324025596276906,0.5305910819218804
3291,"['dual incomes=not married', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000', 'number in household=1']",0.22324025596276906,0.5499820852740953
3292,"['dual incomes=not married', 'number in household=1', 'education=no college graduate']","['income=$0-$40,000', 'language in home=english']",0.22324025596276906,0.7698094282848545
3293,"['income=$0-$40,000', 'education=no college graduate', 'number in household=1', 'language in home=english']",['dual incomes=not married'],0.22324025596276906,0.7502443792766373
3294,"['income=$0-$40,000', 'number in household=1', 'language in home=english']","['dual incomes=not married', 'education=no college graduate']",0.22324025596276906,0.5620651775906261
3295,"['income=$0-$40,000', 'number in household=1']","['dual incomes=not married', 'education=no college graduate', 'language in home=english']",0.22324025596276906,0.5213994565217391
3296,"['income=$0-$40,000', 'education=no college graduate', 'language in home=english']","['dual incomes=not married', 'number in household=1']",0.22324025596276906,0.5011426705843944
3297,"['income=$0-$40,000', 'number in household=1', 'education=no college graduate']","['dual incomes=not married', 'language in home=english']",0.22324025596276906,0.6908190819081909
3298,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1', 'language in home=english']",['education=no college graduate'],0.22324025596276906,0.7408301158301158
3299,"['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']","['number in household=1', 'education=no college graduate']",0.22324025596276906,0.5344707520891365
3300,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1']","['education=no college graduate', 'language in home=english']",0.22324025596276906,0.6905083220872694
3301,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate', 'language in home=english']",['number in household=1'],0.22324025596276906,0.6703056768558951
3302,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate']","['number in household=1', 'language in home=english']",0.22324025596276906,0.5991412958626073
3303,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate', 'number in household=1']",['language in home=english'],0.22324025596276906,0.9219219219219219
3304,"['dual incomes=not married', 'education=no college graduate', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000']",0.2182955206515416,0.8109130199891951
3305,"['dual incomes=not married', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000', 'education=no college graduate']",0.2182955206515416,0.5822342901474011
3306,"['dual incomes=not married', 'ethnic classification=white']","['income=$0-$40,000', 'education=no college graduate', 'language in home=english']",0.2182955206515416,0.571374191092501
3307,"['dual incomes=not married', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000', 'ethnic classification=white']",0.2182955206515416,0.5378000716589036
3308,"['dual incomes=not married', 'education=no college graduate', 'ethnic classification=white']","['income=$0-$40,000', 'language in home=english']",0.2182955206515416,0.7937599153886833
3309,"['income=$0-$40,000', 'education=no college graduate', 'ethnic classification=white', 'language in home=english']",['dual incomes=not married'],0.2182955206515416,0.7427016328550222
3310,"['income=$0-$40,000', 'ethnic classification=white', 'language in home=english']","['dual incomes=not married', 'education=no college graduate']",0.2182955206515416,0.5735575085976309
3311,"['income=$0-$40,000', 'ethnic classification=white']","['dual incomes=not married', 'education=no college graduate', 'language in home=english']",0.2182955206515416,0.5644979315532155
3312,"['income=$0-$40,000', 'education=no college graduate', 'ethnic classification=white']","['dual incomes=not married', 'language in home=english']",0.2182955206515416,0.7300583657587548
3313,"['income=$0-$40,000', 'dual incomes=not married', 'ethnic classification=white', 'language in home=english']",['education=no college graduate'],0.2182955206515416,0.770929635336415
3314,"['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']","['education=no college graduate', 'ethnic classification=white']",0.2182955206515416,0.5226323119777159
3315,"['income=$0-$40,000', 'dual incomes=not married', 'ethnic classification=white']","['education=no college graduate', 'language in home=english']",0.2182955206515416,0.7584638706417383
3316,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate', 'language in home=english']",['ethnic classification=white'],0.2182955206515416,0.6554585152838428
3317,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate']","['ethnic classification=white', 'language in home=english']",0.2182955206515416,0.5858704137392662
3318,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate', 'ethnic classification=white']",['language in home=english'],0.2182955206515416,0.9810457516339869
3319,"['number of children=0', 'number in household=1', 'ethnic classification=white', 'language in home=english']",['type of home=house'],0.2052065154159395,0.5005321035828308
3320,"['type of home=house', 'number in household=1', 'ethnic classification=white', 'language in home=english']",['number of children=0'],0.2052065154159395,0.7891498881431768
3321,"['type of home=house', 'ethnic classification=white', 'language in home=english']","['number in household=1', 'number of children=0']",0.2052065154159395,0.5116026105873822
3322,"['type of home=house', 'ethnic classification=white']","['number in household=1', 'number of children=0', 'language in home=english']",0.2052065154159395,0.5051915503043323
3323,"['type of home=house', 'number in household=1', 'language in home=english']","['ethnic classification=white', 'number of children=0']",0.2052065154159395,0.6246126604692341
3324,"['type of home=house', 'number in household=1']","['ethnic classification=white', 'number of children=0', 'language in home=english']",0.2052065154159395,0.5926081478370433
3325,"['type of home=house', 'number in household=1', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.2052065154159395,0.7830188679245284
3326,"['type of home=house', 'number of children=0', 'ethnic classification=white', 'language in home=english']",['number in household=1'],0.2052065154159395,0.8791277258566979
3327,"['type of home=house', 'number of children=0', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.2052065154159395,0.6950738916256157
3328,"['type of home=house', 'number of children=0']","['number in household=1', 'ethnic classification=white', 'language in home=english']",0.2052065154159395,0.650830258302583
3329,"['type of home=house', 'ethnic classification=white', 'number of children=0']","['number in household=1', 'language in home=english']",0.2052065154159395,0.8704503392967304
3330,"['type of home=house', 'number of children=0', 'number in household=1', 'language in home=english']",['ethnic classification=white'],0.2052065154159395,0.8160786581839213
3331,"['type of home=house', 'number in household=1', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.2052065154159395,0.7752747252747253
3332,"['type of home=house', 'number of children=0', 'number in household=1', 'ethnic classification=white']",['language in home=english'],0.2052065154159395,0.9915671117357695
3333,"['ethnic classification=white', 'dual incomes=not married', 'number of children=0', 'language in home=english']","['income=$0-$40,000']",0.2049156486329261,0.7388568432092292
3334,"['dual incomes=not married', 'number of children=0', 'language in home=english']","['income=$0-$40,000', 'ethnic classification=white']",0.2049156486329261,0.556477093206951
3335,"['dual incomes=not married', 'number of children=0']","['income=$0-$40,000', 'ethnic classification=white', 'language in home=english']",0.2049156486329261,0.5161172161172162
3336,"['dual incomes=not married', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000', 'number of children=0']",0.2049156486329261,0.5465477114041893
3337,"['dual incomes=not married', 'ethnic classification=white']","['income=$0-$40,000', 'number of children=0', 'language in home=english']",0.2049156486329261,0.5363532546631138
3338,"['dual incomes=not married', 'number of children=0', 'ethnic classification=white']","['income=$0-$40,000', 'language in home=english']",0.2049156486329261,0.7277892561983471
3339,"['income=$0-$40,000', 'dual incomes=not married', 'number of children=0', 'language in home=english']",['ethnic classification=white'],0.2049156486329261,0.7435356200527704
3340,"['income=$0-$40,000', 'number of children=0', 'language in home=english']","['dual incomes=not married', 'ethnic classification=white']",0.2049156486329261,0.5772224498156493
3341,"['income=$0-$40,000', 'number of children=0']","['dual incomes=not married', 'ethnic classification=white', 'language in home=english']",0.2049156486329261,0.5325018896447468
3342,"['income=$0-$40,000', 'dual incomes=not married', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.2049156486329261,0.6886608015640274
3343,"['income=$0-$40,000', 'ethnic classification=white', 'number of children=0', 'language in home=english']",['dual incomes=not married'],0.2049156486329261,0.7741758241758242
3344,"['income=$0-$40,000', 'ethnic classification=white', 'language in home=english']","['dual incomes=not married', 'number of children=0']",0.2049156486329261,0.53840275124188
3345,"['income=$0-$40,000', 'ethnic classification=white']","['dual incomes=not married', 'number of children=0', 'language in home=english']",0.2049156486329261,0.5298984580669425
3346,"['income=$0-$40,000', 'number of children=0', 'ethnic classification=white']","['dual incomes=not married', 'language in home=english']",0.2049156486329261,0.7636856368563686
3347,"['income=$0-$40,000', 'ethnic classification=white', 'dual incomes=not married', 'language in home=english']",['number of children=0'],0.2049156486329261,0.7236774524910118
3348,"['income=$0-$40,000', 'dual incomes=not married', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.2049156486329261,0.7119757453259222
3349,"['income=$0-$40,000', 'ethnic classification=white', 'dual incomes=not married', 'number of children=0']",['language in home=english'],0.2049156486329261,0.9866946778711485
3350,"['age=14-34', 'education=no college graduate', 'ethnic classification=white', 'language in home=english']",['dual incomes=not married'],0.2006980802792321,0.7783417935702199
3351,"['age=14-34', 'ethnic classification=white', 'language in home=english']","['dual incomes=not married', 'education=no college graduate']",0.2006980802792321,0.5776475512766848
3352,"['age=14-34', 'ethnic classification=white']","['dual incomes=not married', 'education=no college graduate', 'language in home=english']",0.2006980802792321,0.5667351129363449
3353,"['age=14-34', 'education=no college graduate', 'ethnic classification=white']","['dual incomes=not married', 'language in home=english']",0.2006980802792321,0.7620099392600773
3354,"['dual incomes=not married', 'education=no college graduate', 'ethnic classification=white', 'language in home=english']",['age=14-34'],0.2006980802792321,0.7455429497568882
3355,"['dual incomes=not married', 'ethnic classification=white', 'language in home=english']","['age=14-34', 'education=no college graduate']",0.2006980802792321,0.5352986811481769
3356,"['dual incomes=not married', 'ethnic classification=white']","['age=14-34', 'education=no college graduate', 'language in home=english']",0.2006980802792321,0.525314046440807
3357,"['dual incomes=not married', 'education=no college graduate', 'ethnic classification=white']","['age=14-34', 'language in home=english']",0.2006980802792321,0.7297726070861977
3358,"['dual incomes=not married', 'age=14-34', 'ethnic classification=white', 'language in home=english']",['education=no college graduate'],0.2006980802792321,0.7774647887323943
3359,"['dual incomes=not married', 'age=14-34', 'language in home=english']","['education=no college graduate', 'ethnic classification=white']",0.2006980802792321,0.5103550295857988
3360,"['dual incomes=not married', 'age=14-34', 'ethnic classification=white']","['education=no college graduate', 'language in home=english']",0.2006980802792321,0.7599118942731278
3361,"['dual incomes=not married', 'age=14-34', 'education=no college graduate', 'language in home=english']",['ethnic classification=white'],0.2006980802792321,0.6330275229357798
3362,"['dual incomes=not married', 'age=14-34', 'education=no college graduate']","['ethnic classification=white', 'language in home=english']",0.2006980802792321,0.5612037413582758
3363,"['dual incomes=not married', 'age=14-34', 'education=no college graduate', 'ethnic classification=white']",['language in home=english'],0.2006980802792321,0.9759547383309759
3364,"['dual incomes=not married', 'age=14-34', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000']",0.2649796393251891,0.8357798165137614
3365,"['age=14-34', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000', 'dual incomes=not married']",0.2649796393251891,0.6504819707247411
3366,"['age=14-34', 'language in home=english']","['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate']",0.2649796393251891,0.5048489886395123
3367,"['age=14-34', 'education=no college graduate']","['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']",0.2649796393251891,0.5773130544993663
3368,"['dual incomes=not married', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000', 'age=14-34']",0.2649796393251891,0.6528126119670369
3369,"['dual incomes=not married', 'education=no college graduate']","['income=$0-$40,000', 'age=14-34', 'language in home=english']",0.2649796393251891,0.5843489416292496
3370,"['dual incomes=not married', 'age=14-34', 'language in home=english']","['income=$0-$40,000', 'education=no college graduate']",0.2649796393251891,0.6738165680473372
3371,"['dual incomes=not married', 'age=14-34']","['income=$0-$40,000', 'education=no college graduate', 'language in home=english']",0.2649796393251891,0.6027125372146874
3372,"['dual incomes=not married', 'age=14-34', 'education=no college graduate']","['income=$0-$40,000', 'language in home=english']",0.2649796393251891,0.7409516063440423
3373,"['income=$0-$40,000', 'age=14-34', 'education=no college graduate', 'language in home=english']",['dual incomes=not married'],0.2649796393251891,0.8248076052512449
3374,"['income=$0-$40,000', 'education=no college graduate', 'language in home=english']","['dual incomes=not married', 'age=14-34']",0.2649796393251891,0.5948416585047339
3375,"['income=$0-$40,000', 'education=no college graduate']","['dual incomes=not married', 'age=14-34', 'language in home=english']",0.2649796393251891,0.5279629093016517
3376,"['income=$0-$40,000', 'age=14-34', 'language in home=english']","['dual incomes=not married', 'education=no college graduate']",0.2649796393251891,0.6834208552138035
3377,"['income=$0-$40,000', 'age=14-34']","['dual incomes=not married', 'education=no college graduate', 'language in home=english']",0.2649796393251891,0.6069287141905396
3378,"['income=$0-$40,000', 'age=14-34', 'education=no college graduate']","['dual incomes=not married', 'language in home=english']",0.2649796393251891,0.726475279106858
3379,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate', 'language in home=english']",['age=14-34'],0.2649796393251891,0.7956331877729258
3380,"['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']","['age=14-34', 'education=no college graduate']",0.2649796393251891,0.6344011142061281
3381,"['income=$0-$40,000', 'dual incomes=not married']","['age=14-34', 'education=no college graduate', 'language in home=english']",0.2649796393251891,0.5733165512901196
3382,"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate']","['age=14-34', 'language in home=english']",0.2649796393251891,0.7111631537861046
3383,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34', 'language in home=english']",['education=no college graduate'],0.2649796393251891,0.8278055429350295
3384,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34']","['education=no college graduate', 'language in home=english']",0.2649796393251891,0.7403494514425031
3385,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34', 'education=no college graduate']",['language in home=english'],0.2649796393251891,0.8861867704280155
3386,"['education=no college graduate', 'number in household=1', 'number of children=0', 'language in home=english']","['income=$0-$40,000']",0.2254217568353694,0.7029478458049887
3387,"['education=no college graduate', 'number of children=0', 'language in home=english']","['income=$0-$40,000', 'number in household=1']",0.2254217568353694,0.611681136543015
3388,"['education=no college graduate', 'number of children=0']","['income=$0-$40,000', 'number in household=1', 'language in home=english']",0.2254217568353694,0.5652808169219548
3389,"['number in household=1', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000', 'number of children=0']",0.2254217568353694,0.5363321799307958
3390,"['number in household=1', 'education=no college graduate', 'number of children=0']","['income=$0-$40,000', 'language in home=english']",0.2254217568353694,0.6570580754557016
3391,"['income=$0-$40,000', 'number in household=1', 'number of children=0', 'language in home=english']",['education=no college graduate'],0.2254217568353694,0.7087334247828075
3392,"['income=$0-$40,000', 'number of children=0', 'language in home=english']","['number in household=1', 'education=no college graduate']",0.2254217568353694,0.6349856616140925
3393,"['income=$0-$40,000', 'number of children=0']","['number in household=1', 'education=no college graduate', 'language in home=english']",0.2254217568353694,0.5857898715041572
3394,"['income=$0-$40,000', 'number in household=1', 'language in home=english']","['education=no college graduate', 'number of children=0']",0.2254217568353694,0.5675576711827169
3395,"['income=$0-$40,000', 'number in household=1']","['education=no college graduate', 'number of children=0', 'language in home=english']",0.2254217568353694,0.5264945652173914
3396,"['income=$0-$40,000', 'number in household=1', 'number of children=0']","['education=no college graduate', 'language in home=english']",0.2254217568353694,0.6623931623931624
3397,"['income=$0-$40,000', 'education=no college graduate', 'number of children=0', 'language in home=english']",['number in household=1'],0.2254217568353694,0.8757062146892656
3398,"['income=$0-$40,000', 'education=no college graduate', 'language in home=english']","['number in household=1', 'number of children=0']",0.2254217568353694,0.5060398302317989
3399,"['income=$0-$40,000', 'education=no college graduate', 'number of children=0']","['number in household=1', 'language in home=english']",0.2254217568353694,0.8022774327122153
3400,"['income=$0-$40,000', 'education=no college graduate', 'number in household=1', 'language in home=english']",['number of children=0'],0.2254217568353694,0.7575757575757576
3401,"['income=$0-$40,000', 'number in household=1', 'education=no college graduate']","['number of children=0', 'language in home=english']",0.2254217568353694,0.6975697569756976
3402,"['income=$0-$40,000', 'education=no college graduate', 'number in household=1', 'number of children=0']",['language in home=english'],0.2254217568353694,0.9270334928229665
3403,"['dual incomes=not married', 'age=14-34', 'number in household=1', 'language in home=english']","['income=$0-$40,000']",0.20855148342059338,0.8250863060989643
3404,"['age=14-34', 'number in household=1', 'language in home=english']","['income=$0-$40,000', 'dual incomes=not married']",0.20855148342059338,0.6007540846250524
3405,"['age=14-34', 'number in household=1']","['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']",0.20855148342059338,0.5573260785075786
3406,"['dual incomes=not married', 'number in household=1', 'language in home=english']","['income=$0-$40,000', 'age=14-34']",0.20855148342059338,0.5305216426193119
3407,"['dual incomes=not married', 'age=14-34', 'language in home=english']","['income=$0-$40,000', 'number in household=1']",0.20855148342059338,0.5303254437869822
3408,"['dual incomes=not married', 'age=14-34', 'number in household=1']","['income=$0-$40,000', 'language in home=english']",0.20855148342059338,0.7652081109925294
3409,"['income=$0-$40,000', 'age=14-34', 'number in household=1', 'language in home=english']",['dual incomes=not married'],0.20855148342059338,0.8217765042979943
3410,"['income=$0-$40,000', 'number in household=1', 'language in home=english']","['dual incomes=not married', 'age=14-34']",0.20855148342059338,0.5250823874038814
3411,"['income=$0-$40,000', 'age=14-34', 'language in home=english']","['dual incomes=not married', 'number in household=1']",0.20855148342059338,0.5378844711177795
3412,"['income=$0-$40,000', 'age=14-34', 'number in household=1']","['dual incomes=not married', 'language in home=english']",0.20855148342059338,0.7571277719112989
3413,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1', 'language in home=english']",['age=14-34'],0.20855148342059338,0.6920849420849421
3414,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1']","['age=14-34', 'language in home=english']",0.20855148342059338,0.6450742240215924
3415,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34', 'language in home=english']",['number in household=1'],0.20855148342059338,0.6515220354384371
3416,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34']","['number in household=1', 'language in home=english']",0.20855148342059338,0.5826899634295002
3417,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34', 'number in household=1']",['language in home=english'],0.20855148342059338,0.9269553975436329
3418,"['years in bay area=10+', 'number in household=1', 'number of children=0', 'language in home=english']",['ethnic classification=white'],0.2545084351367074,0.7770870337477798
3419,"['language in home=english', 'number of children=0', 'years in bay area=10+']","['number in household=1', 'ethnic classification=white']",0.2545084351367074,0.6972111553784861
3420,"['years in bay area=10+', 'number of children=0']","['number in household=1', 'ethnic classification=white', 'language in home=english']",0.2545084351367074,0.6574004507888805
3421,"['language in home=english', 'number in household=1', 'years in bay area=10+']","['number of children=0', 'ethnic classification=white']",0.2545084351367074,0.6103941402162539
3422,"['number in household=1', 'years in bay area=10+']","['number of children=0', 'ethnic classification=white', 'language in home=english']",0.2545084351367074,0.5790866975512905
3423,"['number in household=1', 'number of children=0', 'years in bay area=10+']","['ethnic classification=white', 'language in home=english']",0.2545084351367074,0.7383966244725738
3424,"['ethnic classification=white', 'number in household=1', 'number of children=0', 'language in home=english']",['years in bay area=10+'],0.2545084351367074,0.6207875133025895
3425,"['number of children=0', 'ethnic classification=white', 'language in home=english']","['number in household=1', 'years in bay area=10+']",0.2545084351367074,0.5687357816054599
3426,"['ethnic classification=white', 'number of children=0']","['number in household=1', 'language in home=english', 'years in bay area=10+']",0.2545084351367074,0.5612572161642079
3427,"['number in household=1', 'ethnic classification=white', 'language in home=english']","['number of children=0', 'years in bay area=10+']",0.2545084351367074,0.5150088287227781
3428,"['number in household=1', 'ethnic classification=white']","['language in home=english', 'number of children=0', 'years in bay area=10+']",0.2545084351367074,0.5088688572259378
3429,"['number of children=0', 'number in household=1', 'ethnic classification=white']","['language in home=english', 'years in bay area=10+']",0.2545084351367074,0.6133894146512443
3430,"['ethnic classification=white', 'years in bay area=10+', 'number of children=0', 'language in home=english']",['number in household=1'],0.2545084351367074,0.9171907756813418
3431,"['language in home=english', 'ethnic classification=white', 'years in bay area=10+']","['number in household=1', 'number of children=0']",0.2545084351367074,0.6005490734385724
3432,"['years in bay area=10+', 'ethnic classification=white']","['number in household=1', 'number of children=0', 'language in home=english']",0.2545084351367074,0.5922165820642978
3433,"['number of children=0', 'ethnic classification=white', 'years in bay area=10+']","['number in household=1', 'language in home=english']",0.2545084351367074,0.9057971014492754
3434,"['ethnic classification=white', 'years in bay area=10+', 'number in household=1', 'language in home=english']",['number of children=0'],0.2545084351367074,0.8173750583839328
3435,"['number in household=1', 'ethnic classification=white', 'years in bay area=10+']","['number of children=0', 'language in home=english']",0.2545084351367074,0.8083140877598153
3436,"['ethnic classification=white', 'years in bay area=10+', 'number in household=1', 'number of children=0']",['language in home=english'],0.2545084351367074,0.9887005649717514
3437,"['dual incomes=not married', 'number in household=1', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000']",0.21553228621291448,0.7488630621526023
3438,"['dual incomes=not married', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000', 'number in household=1']",0.21553228621291448,0.5748642358417377
